event_id,timestamp,user,host,files_touched_per_min,new_country,process_chain,cpu_percent,process_chain_length,process_chain_depth,hour_of_day,is_off_hours,label,attack_type
evt_00046,2026-08-01T12:47:02,user_053,ws-23,19.0,0,explorer.exe>chrome.exe,39.56,2,1,12,1,0,normal
evt_00047,2026-08-01T12:48:27,user_060,ws-30,12.0,0,explorer.exe>winword.exe,9.43,2,1,12,1,0,normal
evt_00048,2026-08-01T12:50:28,user_041,ws-11,10.0,0,explorer.exe>code.exe>git.exe>ssh.exe,12.69,4,3,12,1,0,normal
evt_00049,2026-08-01T12:53:49,user_044,ws-14,5.0,0,explorer.exe>winword.exe,18.9,2,1,12,1,0,normal
evt_00050,2026-08-01T13:13:01,user_055,ws-25,6.0,0,explorer.exe>chrome.exe,21.3,2,1,13,1,0,normal
evt_00051,2026-08-01T13:14:33,user_039,ws-09,2.0,1,explorer.exe>outlook.exe,17.49,2,1,13,1,1,impossible_travel
evt_00052,2026-08-01T13:30:34,user_053,ws-23,17.0,0,explorer.exe>code.exe>node.exe,33.34,3,2,13,1,0,normal
evt_00053,2026-08-01T13:52:14,user_052,ws-22,8.0,0,explorer.exe>winword.exe,27.65,2,1,13,1,0,normal
evt_00054,2026-08-01T14:01:33,user_034,ws-04,14.0,0,explorer.exe>winword.exe,15.57,2,1,14,1,0,normal
evt_00055,2026-08-01T14:18:42,user_028,ws-01,10.0,0,explorer.exe>code.exe>git.exe>ssh.exe,43.34,4,3,14,1,0,normal
evt_00056,2026-08-01T14:23:40,user_058,ws-28,11.0,0,explorer.exe>winword.exe,25.75,2,1,14,1,0,normal
evt_00057,2026-08-01T14:25:55,user_051,ws-21,23.0,0,explorer.exe>outlook.exe,25.6,2,1,14,1,0,normal
evt_00058,2026-08-01T14:51:41,user_053,ws-23,23.0,0,explorer.exe>winword.exe,23.35,2,1,14,1,0,normal
evt_00059,2026-08-01T15:13:22,user_054,ws-24,8.0,0,explorer.exe>winword.exe,13.95,2,1,15,1,0,normal
evt_00060,2026-08-01T15:25:55,user_004,ws-04,11.0,0,explorer.exe>teams.exe,19.07,2,1,15,1,0,normal
evt_00061,2026-08-01T15:27:48,user_055,ws-28,1.0,0,explorer.exe>code.exe>git.exe>ssh.exe,24.53,4,3,15,1,0,normal
evt_00062,2026-08-01T15:33:29,user_012,ws-12,22.0,0,explorer.exe>teams.exe,36.21,2,1,15,1,0,normal
evt_00063,2026-08-01T15:39:50,user_012,ws-12,22.0,0,explorer.exe>outlook.exe,20.66,2,1,15,1,0,normal
evt_00064,2026-08-01T15:42:34,user_057,ws-27,20.0,0,explorer.exe>chrome.exe,22.91,2,1,15,1,0,normal
evt_00065,2026-08-01T15:48:12,user_025,ws-25,24.0,0,explorer.exe>teams.exe,19.29,2,1,15,1,0,normal
evt_00066,2026-08-01T15:48:21,user_017,ws-17,11.0,0,services.exe>svchost.exe,19.66,2,1,15,1,0,normal
evt_00067,2026-08-01T16:10:25,user_053,srv-04,13.0,0,explorer.exe>teams.exe,32.69,2,1,16,1,0,normal
evt_00068,2026-08-01T16:18:22,user_032,ws-02,21.0,0,explorer.exe>excel.exe,30.64,2,1,16,1,0,normal
evt_00069,2026-08-01T16:26:27,user_044,ws-14,216.0,0,explorer.exe>excel.exe,42.68,2,1,16,1,0,normal
evt_00070,2026-08-01T16:29:31,user_008,ws-30,279.0,0,explorer.exe>excel.exe,47.08,2,1,16,1,0,normal
evt_00071,2026-08-01T16:47:17,user_057,srv-06,19.0,1,explorer.exe>winword.exe,27.2,2,1,16,1,0,normal
evt_00072,2026-08-01T18:12:34,user_060,ws-30,20.0,1,explorer.exe>winword.exe,13.66,2,1,18,1,1,impossible_travel
evt_00073,2026-08-01T18:52:45,user_048,ws-18,21.0,0,explorer.exe>chrome.exe,25.85,2,1,18,1,0,normal
evt_00074,2026-08-01T19:07:30,user_040,ws-10,16.0,0,services.exe>svchost.exe,21.95,2,1,19,1,0,normal
evt_00075,2026-08-01T22:00:05,user_053,ws-23,24.0,0,explorer.exe>chrome.exe,26.66,2,1,22,1,0,normal
evt_00076,2026-08-01T22:13:41,user_032,ws-02,18.0,0,explorer.exe>cmd.exe>python.exe,25.06,3,2,22,1,0,normal
evt_00077,2026-08-01T22:21:33,user_029,ws-29,1119.0,0,explorer.exe>updater.exe,62.47,2,1,22,1,1,ransomware
evt_00078,2026-08-01T22:27:52,user_049,ws-19,20.0,0,explorer.exe>outlook.exe,17.56,2,1,22,1,0,normal
evt_00079,2026-08-01T22:36:52,user_041,srv-02,7.0,0,explorer.exe>winword.exe,17.29,2,1,22,1,0,normal
evt_00080,2026-08-01T22:38:05,user_034,ws-04,18.0,1,services.exe>svchost.exe,19.15,2,1,22,1,1,impossible_travel
evt_00081,2026-08-01T22:38:20,user_059,ws-29,2106.0,0,services.exe>svchost.exe>enc.exe,67.57,3,2,22,1,1,ransomware
evt_00082,2026-08-01T22:43:01,user_056,ws-26,7.0,0,explorer.exe>code.exe>python.exe,13.14,3,2,22,1,0,normal
evt_00083,2026-08-01T22:48:54,user_028,ws-28,19.0,0,explorer.exe>chrome.exe,14.03,2,1,22,1,0,normal
evt_00084,2026-08-01T23:23:05,user_028,srv-09,22.0,1,explorer.exe>winword.exe,45.11,2,1,23,1,1,impossible_travel
evt_00085,2026-08-01T23:28:07,user_040,ws-10,11.0,0,services.exe>svchost.exe,22.54,2,1,23,1,0,normal
evt_00086,2026-08-02T00:01:41,user_030,ws-30,8.0,0,explorer.exe>winword.exe,24.4,2,1,0,1,0,normal
evt_00087,2026-08-02T00:41:24,user_049,ws-19,9.0,0,explorer.exe>excel.exe,28.98,2,1,0,1,0,normal
evt_00088,2026-08-02T00:55:34,user_034,ws-04,24.0,0,explorer.exe>excel.exe,28.1,2,1,0,1,0,normal
evt_00089,2026-08-02T01:20:14,user_030,ws-30,5.0,0,explorer.exe>excel.exe,26.73,2,1,1,1,0,normal
evt_00090,2026-08-02T01:37:48,user_024,ws-24,291.0,0,explorer.exe>excel.exe,41.77,2,1,1,1,0,normal
evt_00091,2026-08-02T01:55:26,user_038,srv-09,5.0,0,explorer.exe>excel.exe,23.02,2,1,1,1,0,normal
evt_00092,2026-08-02T02:03:19,user_019,srv-09,24.0,0,explorer.exe>code.exe>python.exe,21.2,3,2,2,1,0,normal
evt_00093,2026-08-02T02:17:11,user_051,srv-08,18.0,0,explorer.exe>excel.exe,24.38,2,1,2,1,0,normal
evt_00094,2026-08-02T02:18:00,user_022,ws-22,2.0,0,explorer.exe>chrome.exe,11.95,2,1,2,1,0,normal
evt_00095,2026-08-02T02:48:40,user_036,ws-06,17.0,0,explorer.exe>code.exe>node.exe,23.01,3,2,2,1,0,normal
evt_00096,2026-08-02T02:52:54,user_048,ws-18,13.0,0,explorer.exe>code.exe>python.exe,11.81,3,2,2,1,0,normal
evt_00097,2026-08-02T03:32:59,user_017,ws-01,12.0,1,explorer.exe>chrome.exe,21.3,2,1,3,1,1,impossible_travel
evt_00098,2026-08-02T04:01:19,user_010,ws-10,22.0,0,explorer.exe>excel.exe,41.36,2,1,4,1,0,normal
evt_00099,2026-08-02T04:54:29,user_053,ws-23,20.0,0,services.exe>svchost.exe,31.63,2,1,4,1,0,normal
evt_00100,2026-08-02T05:06:55,user_027,ws-27,16.0,1,explorer.exe>outlook.exe,26.52,2,1,5,1,1,impossible_travel
evt_00101,2026-08-02T05:28:45,user_025,ws-25,15.0,0,explorer.exe>code.exe>git.exe>ssh.exe,28.27,4,3,5,1,0,normal
evt_00102,2026-08-02T05:54:01,user_048,ws-18,18.0,0,explorer.exe>code.exe>python.exe,28.0,3,2,5,1,0,normal
evt_00103,2026-08-02T08:15:46,user_009,srv-03,5.0,0,services.exe>svchost.exe,14.82,2,1,8,1,0,normal
evt_00104,2026-08-02T08:17:34,user_009,ws-09,8.0,0,explorer.exe>chrome.exe,10.82,2,1,8,1,0,normal
evt_00105,2026-08-02T09:56:41,user_034,srv-06,27.0,0,explorer.exe>outlook.exe,12.72,2,1,9,1,0,normal
evt_00106,2026-08-02T10:06:53,user_049,ws-19,23.0,0,services.exe>svchost.exe,25.03,2,1,10,1,0,normal
evt_00107,2026-08-02T10:43:07,user_007,ws-07,5.0,0,explorer.exe>code.exe>node.exe,17.29,3,2,10,1,0,normal
evt_00108,2026-08-02T10:46:14,user_020,ws-20,12.0,0,explorer.exe>excel.exe,36.36,2,1,10,1,0,normal
evt_00109,2026-08-02T10:56:30,user_026,ws-26,25.0,0,services.exe>svchost.exe,29.45,2,1,10,1,0,normal
evt_00110,2026-08-02T11:00:51,user_039,ws-09,3.0,0,explorer.exe>chrome.exe,25.62,2,1,11,1,0,normal
evt_00111,2026-08-02T11:25:46,user_017,ws-17,16.0,0,explorer.exe>excel.exe,8.73,2,1,11,1,0,normal
evt_00112,2026-08-02T11:53:02,user_033,ws-03,15.0,0,explorer.exe>excel.exe,1.0,2,1,11,1,0,normal
evt_00113,2026-08-02T12:00:05,user_034,ws-04,28.0,0,explorer.exe>excel.exe,22.19,2,1,12,1,0,normal
evt_00114,2026-08-02T12:05:46,user_022,ws-22,2.0,0,explorer.exe>chrome.exe,10.48,2,1,12,1,0,normal
evt_00115,2026-08-02T12:09:10,user_015,ws-15,25.0,0,explorer.exe>code.exe>git.exe>ssh.exe,25.7,4,3,12,1,0,normal
evt_00116,2026-08-02T12:09:37,user_060,ws-30,18.0,0,explorer.exe>chrome.exe,12.6,2,1,12,1,0,normal
evt_00117,2026-08-02T12:12:06,user_022,ws-30,3.0,0,explorer.exe>cmd.exe>powershell.exe,10.7,3,2,12,1,0,normal
evt_00118,2026-08-02T12:19:45,user_060,ws-30,12.0,0,explorer.exe>chrome.exe,17.21,2,1,12,1,0,normal
evt_00119,2026-08-02T12:34:01,user_004,ws-04,13.0,0,explorer.exe>cmd.exe>python.exe,13.2,3,2,12,1,0,normal
evt_00120,2026-08-02T12:42:07,user_048,ws-13,16.0,0,explorer.exe>excel.exe,29.93,2,1,12,1,0,normal
evt_00121,2026-08-02T12:42:41,user_011,ws-11,9.0,0,explorer.exe>chrome.exe,25.4,2,1,12,1,0,normal
evt_00122,2026-08-02T12:43:42,user_033,ws-03,17.0,0,explorer.exe>excel.exe,8.66,2,1,12,1,0,normal
evt_00123,2026-08-02T13:01:06,user_006,ws-05,6.0,0,explorer.exe>excel.exe,37.58,2,1,13,1,0,normal
evt_00124,2026-08-02T13:10:42,user_060,ws-30,16.0,0,explorer.exe>outlook.exe,8.86,2,1,13,1,0,normal
evt_00125,2026-08-02T13:20:13,user_048,ws-18,20.0,0,explorer.exe>winword.exe,34.91,2,1,13,1,0,normal
evt_00126,2026-08-02T13:20:56,user_021,ws-21,8.0,0,explorer.exe>winword.exe,20.9,2,1,13,1,0,normal
evt_00127,2026-08-02T14:18:21,user_055,ws-25,7.0,0,explorer.exe>outlook.exe,31.67,2,1,14,1,0,normal
evt_00128,2026-08-02T14:19:18,user_051,ws-21,17.0,0,explorer.exe>winword.exe,15.75,2,1,14,1,0,normal
evt_00129,2026-08-02T14:24:17,user_048,ws-18,12.0,0,explorer.exe>code.exe>node.exe,29.47,3,2,14,1,0,normal
evt_00130,2026-08-02T14:37:35,user_015,ws-07,27.0,0,explorer.exe>cmd.exe>python.exe,28.07,3,2,14,1,0,normal
evt_00131,2026-08-02T14:44:13,user_048,ws-18,23.0,0,explorer.exe>excel.exe,18.27,2,1,14,1,0,normal
evt_00132,2026-08-02T14:50:45,user_039,ws-09,12.0,0,explorer.exe>winword.exe>cmd.exe>regsvr32.exe,52.2,4,3,14,1,1,macro_malware
evt_00133,2026-08-02T15:16:36,user_002,ws-02,12.0,0,explorer.exe>chrome.exe,24.2,2,1,15,1,0,normal
evt_00134,2026-08-02T15:30:37,user_022,ws-22,1.0,0,explorer.exe>teams.exe,7.65,2,1,15,1,0,normal
evt_00135,2026-08-02T15:39:37,user_013,ws-13,9.0,0,explorer.exe>chrome.exe,13.88,2,1,15,1,0,normal
evt_00136,2026-08-02T15:48:27,user_038,ws-08,13.0,0,services.exe>svchost.exe,23.29,2,1,15,1,0,normal
evt_00137,2026-08-02T15:52:13,user_005,ws-05,15.0,0,explorer.exe>outlook.exe,8.5,2,1,15,1,0,normal
evt_00138,2026-08-02T16:14:40,user_016,ws-16,20.0,0,explorer.exe>outlook.exe,24.52,2,1,16,1,0,normal
evt_00139,2026-08-02T16:29:00,user_044,ws-14,9.0,0,explorer.exe>teams.exe,19.49,2,1,16,1,0,normal
evt_00140,2026-08-02T17:10:54,user_060,ws-30,7.0,0,services.exe>svchost.exe,16.91,2,1,17,1,0,normal
evt_00141,2026-08-02T17:20:45,user_041,ws-11,11.0,0,explorer.exe>outlook.exe,6.85,2,1,17,1,0,normal
evt_00142,2026-08-02T17:43:56,user_025,ws-25,19.0,0,explorer.exe>outlook.exe,5.41,2,1,17,1,0,normal
evt_00143,2026-08-02T18:01:04,user_059,ws-29,9.0,0,explorer.exe>outlook.exe>winword.exe>mshta.exe>powershell.exe>rundll32.exe,82.76,6,5,18,1,1,macro_malware
evt_00144,2026-08-02T18:12:36,user_055,ws-25,1.0,0,explorer.exe>chrome.exe,30.01,2,1,18,1,0,normal
evt_00145,2026-08-02T19:02:26,user_015,ws-15,26.0,0,explorer.exe>chrome.exe,24.66,2,1,19,1,0,normal
evt_00146,2026-08-02T19:31:18,user_003,ws-03,10.0,0,explorer.exe>chrome.exe,24.56,2,1,19,1,0,normal
evt_00147,2026-08-02T19:51:35,user_055,ws-25,7.0,0,explorer.exe>cmd.exe>powershell.exe,9.84,3,2,19,1,0,normal
evt_00148,2026-08-02T21:14:33,user_050,ws-20,22.0,1,explorer.exe>outlook.exe,11.49,2,1,21,1,1,impossible_travel
evt_00149,2026-08-02T22:13:07,user_044,ws-14,10.0,0,explorer.exe>chrome.exe,5.67,2,1,22,1,0,normal
evt_00150,2026-08-02T22:32:21,user_009,ws-09,6.0,0,explorer.exe>chrome.exe,26.39,2,1,22,1,0,normal
evt_00151,2026-08-02T23:03:04,user_039,ws-09,1.0,1,services.exe>svchost.exe,10.78,2,1,23,1,1,impossible_travel
evt_00152,2026-08-02T23:32:54,user_032,ws-02,8.0,0,explorer.exe>code.exe>python.exe,22.67,3,2,23,1,0,normal
evt_00153,2026-08-02T23:46:50,user_005,ws-05,10.0,0,explorer.exe>outlook.exe,22.84,2,1,23,1,0,normal
evt_00154,2026-08-03T00:17:49,user_054,ws-24,2793.0,0,services.exe>svchost.exe>enc.exe,87.85,3,2,0,1,1,ransomware
evt_00155,2026-08-03T00:30:13,user_023,ws-23,23.0,0,explorer.exe>code.exe>node.exe,17.36,3,2,0,1,0,normal
evt_00156,2026-08-03T01:43:17,user_044,ws-14,6.0,0,explorer.exe>winword.exe,18.73,2,1,1,1,0,normal
evt_00157,2026-08-03T01:50:47,user_058,ws-28,3.0,0,explorer.exe>teams.exe,25.51,2,1,1,1,0,normal
evt_00158,2026-08-03T01:53:09,user_039,ws-09,2.0,1,explorer.exe>excel.exe,13.68,2,1,1,1,1,impossible_travel
evt_00159,2026-08-03T02:14:06,user_041,ws-11,6.0,0,explorer.exe>cmd.exe>python.exe,14.28,3,2,2,1,0,normal
evt_00160,2026-08-03T03:02:38,user_013,ws-10,2261.0,0,explorer.exe>invoice.exe,86.12,2,1,3,1,1,ransomware
evt_00161,2026-08-03T03:39:28,user_017,ws-17,17.0,0,services.exe>svchost.exe,22.6,2,1,3,1,0,normal
evt_00162,2026-08-03T03:44:00,user_027,ws-24,14.0,1,explorer.exe>excel.exe,31.31,2,1,3,1,1,impossible_travel
evt_00163,2026-08-03T03:53:04,user_051,ws-21,2147.0,0,explorer.exe>updater.exe,66.73,2,1,3,1,1,ransomware
evt_00164,2026-08-03T04:14:12,user_053,srv-04,25.0,0,explorer.exe>chrome.exe,34.77,2,1,4,1,0,normal
evt_00165,2026-08-03T04:32:46,user_038,ws-08,7.0,1,explorer.exe>code.exe>node.exe,10.12,3,2,4,1,1,impossible_travel
evt_00166,2026-08-03T04:32:51,user_020,ws-20,2.0,0,explorer.exe>chrome.exe,41.57,2,1,4,1,0,normal
evt_00167,2026-08-03T04:48:38,user_010,ws-10,18.0,0,explorer.exe>teams.exe,37.92,2,1,4,1,0,normal
evt_00168,2026-08-03T05:03:07,user_057,ws-27,20.0,0,services.exe>svchost.exe,24.37,2,1,5,1,0,normal
evt_00169,2026-08-03T05:11:52,user_041,ws-11,9.0,0,explorer.exe>winword.exe,5.9,2,1,5,1,0,normal
evt_00170,2026-08-03T05:32:49,user_026,ws-26,17.0,0,explorer.exe>chrome.exe,24.07,2,1,5,1,0,normal
evt_00171,2026-08-03T05:36:11,user_055,ws-25,5.0,0,explorer.exe>outlook.exe,21.1,2,1,5,1,0,normal
evt_00172,2026-08-03T05:51:12,user_014,ws-28,19.0,0,services.exe>svchost.exe,44.66,2,1,5,1,0,normal
evt_00173,2026-08-03T05:51:43,user_025,ws-25,22.0,0,explorer.exe>cmd.exe>python.exe,16.37,3,2,5,1,0,normal
evt_00174,2026-08-03T06:20:24,user_055,ws-25,4.0,0,explorer.exe>code.exe>node.exe,28.57,3,2,6,1,0,normal
evt_00175,2026-08-03T06:21:44,user_037,ws-07,10.0,0,explorer.exe>excel.exe,3.09,2,1,6,1,0,normal
evt_00176,2026-08-03T06:31:27,user_008,ws-08,17.0,0,explorer.exe>winword.exe,2.45,2,1,6,1,0,normal
evt_00177,2026-08-03T06:49:36,user_015,ws-15,21.0,0,explorer.exe>code.exe>python.exe,19.0,3,2,6,1,0,normal
evt_00178,2026-08-03T06:49:51,user_005,srv-05,10.0,0,explorer.exe>cmd.exe>python.exe,14.77,3,2,6,1,0,normal
evt_00179,2026-08-03T06:50:12,user_004,ws-04,18.0,0,explorer.exe>chrome.exe,15.27,2,1,6,1,0,normal
evt_00180,2026-08-03T06:57:49,user_057,ws-27,180.0,0,explorer.exe>teams.exe,43.63,2,1,6,1,0,normal
evt_00181,2026-08-03T07:08:27,user_005,ws-05,11.0,0,explorer.exe>outlook.exe,26.89,2,1,7,0,0,normal
evt_00182,2026-08-03T07:16:39,user_040,ws-10,11.0,0,services.exe>svchost.exe,22.22,2,1,7,0,0,normal
evt_00183,2026-08-03T07:21:03,user_008,ws-08,14.0,0,services.exe>svchost.exe,8.45,2,1,7,0,0,normal
evt_00184,2026-08-03T07:28:28,user_055,srv-05,6.0,0,explorer.exe>teams.exe,10.95,2,1,7,0,0,normal
evt_00185,2026-08-03T07:35:26,user_036,ws-06,23.0,0,explorer.exe>cmd.exe>powershell.exe,9.18,3,2,7,0,0,normal
evt_00186,2026-08-03T07:44:21,user_025,srv-08,27.0,0,explorer.exe>cmd.exe>python.exe,8.23,3,2,7,0,0,normal
evt_00187,2026-08-03T07:51:45,user_027,ws-27,11.0,0,explorer.exe>winword.exe,21.73,2,1,7,0,0,normal
evt_00188,2026-08-03T07:55:19,user_041,ws-11,11.0,0,explorer.exe>chrome.exe,18.64,2,1,7,0,0,normal
evt_00189,2026-08-03T07:56:13,user_048,ws-18,13.0,0,explorer.exe>code.exe>python.exe,12.34,3,2,7,0,0,normal
evt_00190,2026-08-03T08:00:48,user_055,ws-25,3.0,0,explorer.exe>chrome.exe,14.99,2,1,8,0,0,normal
evt_00191,2026-08-03T08:02:39,user_006,ws-06,3.0,0,explorer.exe>outlook.exe,31.62,2,1,8,0,0,normal
evt_00192,2026-08-03T08:08:57,user_017,ws-17,10.0,0,explorer.exe>winword.exe,8.37,2,1,8,0,0,normal
evt_00193,2026-08-03T08:12:03,user_017,ws-17,349.0,0,explorer.exe>winword.exe,56.29,2,1,8,0,0,normal
evt_00194,2026-08-03T08:23:40,user_051,ws-21,17.0,0,explorer.exe>teams.exe,20.09,2,1,8,0,0,normal
evt_00195,2026-08-03T08:24:24,user_030,ws-30,7.0,0,explorer.exe>cmd.exe>python.exe,18.18,3,2,8,0,0,normal
evt_00196,2026-08-03T08:27:40,user_015,ws-15,15.0,0,explorer.exe>code.exe>git.exe>ssh.exe,31.91,4,3,8,0,0,normal
evt_00197,2026-08-03T08:29:41,user_054,ws-24,13.0,0,explorer.exe>excel.exe>wscript.exe>powershell.exe>bitsadmin.exe,46.12,5,4,8,0,1,macro_malware
evt_00198,2026-08-03T08:30:21,user_011,srv-06,14.0,0,explorer.exe>chrome.exe,33.92,2,1,8,0,0,normal
evt_00199,2026-08-03T08:36:49,user_022,ws-22,3.0,0,explorer.exe>code.exe>python.exe,14.87,3,2,8,0,0,normal
evt_00200,2026-08-03T08:44:48,user_059,ws-29,8.0,0,explorer.exe>excel.exe,17.32,2,1,8,0,0,normal
evt_00201,2026-08-03T08:51:12,user_014,ws-14,11.0,0,explorer.exe>code.exe>node.exe,29.65,3,2,8,0,0,normal
evt_00202,2026-08-03T08:53:55,user_048,ws-18,12.0,0,explorer.exe>chrome.exe,27.77,2,1,8,0,0,normal
evt_00203,2026-08-03T08:56:02,user_015,ws-15,20.0,0,explorer.exe>code.exe>python.exe,34.76,3,2,8,0,0,normal
evt_00204,2026-08-03T08:58:11,user_055,ws-25,1.0,0,explorer.exe>winword.exe,26.13,2,1,8,0,0,normal
evt_00205,2026-08-03T08:59:10,user_015,srv-08,17.0,0,explorer.exe>winword.exe,35.3,2,1,8,0,0,normal
evt_00206,2026-08-03T08:59:23,user_033,ws-03,11.0,0,explorer.exe>chrome.exe,20.87,2,1,8,0,0,normal
